,Unnamed: 0,id,track,artist,genre,year,bpm,energy,danceability,loudness,liveness,valence,track_length,acousticness,speechiness,popularity,image
159,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/6.jpg
160,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/7.jpg
161,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/8.jpg
162,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/9.jpg
163,15,785,Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85,pins/785/10.jpg
164,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/0.jpg
165,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/1.jpg
166,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/2.jpg
167,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/3.jpg
168,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/4.jpg
169,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/5.jpg
170,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/6.jpg
171,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/7.jpg
172,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/5.jpg
173,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/9.jpg
174,16,418,Christmas Lights,Coldplay,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,pins/418/10.jpg
175,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/0.jpg
176,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/1.jpg
177,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/2.jpg
178,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/3.jpg
179,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/4.jpg
180,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/5.jpg
181,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/6.jpg
182,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/7.jpg
183,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/8.jpg
184,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/9.jpg
185,17,462,Pumped Up Kicks,Foster The People,indie pop,2011,128,71,73,-6,10,97,240,14,3,84,pins/462/10.jpg
186,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/0.jpg
187,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/1.jpg
188,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/2.jpg
189,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/3.jpg
190,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/4.jpg
191,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/5.jpg
192,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/6.jpg
193,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/7.jpg
194,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/8.jpg
195,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/9.jpg
196,18,566,Thinking out Loud,Ed Sheeran,pop,2014,79,45,78,-6,18,59,282,47,3,84,pins/566/10.jpg
197,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/0.jpg
198,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/1.jpg
199,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/2.jpg
200,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/3.jpg
201,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/4.jpg
202,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/5.jpg
203,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/6.jpg
204,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/7.jpg
205,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/8.jpg
206,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/9.jpg
207,19,578,Photograph,Ed Sheeran,pop,2014,108,38,61,-10,10,20,259,61,5,84,pins/578/10.jpg
208,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/0.jpg
209,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/1.jpg
210,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/2.jpg
211,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/3.jpg
212,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/4.jpg
213,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/5.jpg
214,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/6.jpg
215,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/7.jpg
216,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/8.jpg
217,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/9.jpg
218,20,592,Stay With Me,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84,pins/592/10.jpg
219,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/0.jpg
220,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/1.jpg
221,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/2.jpg
222,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/3.jpg
223,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/4.jpg
224,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/5.jpg
225,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/6.jpg
226,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/7.jpg
227,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/8.jpg
228,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/9.jpg
229,21,706,Something Just Like This,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84,pins/706/10.jpg
230,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/0.jpg
231,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/1.jpg
232,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/2.jpg
233,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/3.jpg
234,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/4.jpg
235,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/5.jpg
236,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/6.jpg
237,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/7.jpg
238,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/8.jpg
239,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/9.jpg
240,22,740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,pins/740/10.jpg
241,23,764,Youngblood,5 Seconds of Summer,boy band,2018,120,85,60,-5,12,15,203,2,46,84,pins/764/0.jpg
